country,indicators,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009
Turkmenistan,All types,3.78,2.9,2.86,2.88,2.86,2.85,2.72,2.55,2.41,2.35
Turkmenistan,Beer,0.08,0.08,0.09,0.17,0.19,0.22,0.27,0.3,0.22,0.25
Turkmenistan,Wine,2.39,1.54,1.51,1.46,1.42,1.37,1.2,1.01,0.95,0.82
Turkmenistan,Spirits,1.31,1.28,1.26,1.26,1.25,1.26,1.25,1.24,1.24,1.28
Turkmenistan,Other alcoholic beverages,0,0,0,0,0,0,0,0,0,0
Tuvalu,All types,1.24,2.13,0.58,1.53,1.98,0.94,1.37,0.59,1.05,1.31
Tuvalu,Beer,0.92,1.15,0.32,0.11,0.05,0.54,0.85,0.03,0.11,0.06
Tuvalu,Wine,0.06,0.2,0.14,0.08,0.04,0.17,0.15,0.07,0.16,0.54
Tuvalu,Spirits,0.27,0.79,0.13,1.34,1.89,0.23,0.37,0.49,0.78,0.72
Tuvalu,Other alcoholic beverages,0,0,0,0,0,0,0,0,0,0
Uganda,All types,11.73,11.87,11.71,11.45,11.15,11.41,11.09,10.9,11.12,10.88
Uganda,Beer,0.57,0.5,0.44,0.43,0.44,0.51,0.56,0.58,0.54,0.65
Uganda,Wine,0,0,0,0,0.01,0,0,0,0,0.01
Uganda,Spirits,0.2,0.19,0.19,0.18,0.21,0.19,0.18,0.18,0.17,0.16
Uganda,Other alcoholic beverages,10.96,11.17,11.08,10.84,10.5,10.71,10.34,10.14,10.4,10.05
Ukraine,All types,4.49,4.31,4.89,5.92,6.79,7.34,8.04,8.92,9.53,9.41
Ukraine,Beer,1.28,1.51,1.74,1.95,2.18,2.67,3.01,3.55,3.57,3.32
Ukraine,Wine,0.36,0.47,0.7,0.68,0.55,0.63,0.69,0.78,0.84,0.84
Ukraine,Spirits,2.85,2.33,2.45,3.29,4.06,3.86,4.13,4.36,4.84,4.6
Ukraine,Other alcoholic beverages,0,0,0,0,0,0.18,0.21,0.23,0.28,0.66
United Arab Emirates,All types,1.63,1.61,1.59,1.56,1.58,1.62,1.62,1.62,1.82,1.72
United Arab Emirates,Beer,0.5,0.48,0.48,0.45,0.42,0.37,0.31,0.27,0.24,0.2
United Arab Emirates,Wine,0.07,0.07,0.07,0.07,0.13,0.13,0.12,0.11,0.12,0.11
United Arab Emirates,Spirits,1.06,1.05,1.03,1.04,1.03,1.12,1.18,1.23,1.45,1.4
United Arab Emirates,Other alcoholic beverages,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01
United Kingdom of Great Britain and Northern Ireland,All types,10.82,11.29,11.31,11.25,11.55,11.37,10.96,11.14,10.78,10.14
United Kingdom of Great Britain and Northern Ireland,Beer,4.98,5.06,5.11,5.16,5.09,4.85,4.7,4.45,4.22,3.84
United Kingdom of Great Britain and Northern Ireland,Wine,3.25,3.6,3.27,3.04,3.32,3.42,3.25,3.53,3.44,3.23
United Kingdom of Great Britain and Northern Ireland,Spirits,1.96,2.03,2.32,2.45,2.51,2.45,2.25,2.35,2.28,2.16
United Kingdom of Great Britain and Northern Ireland,Other alcoholic beverages,0.63,0.61,0.61,0.6,0.62,0.65,0.75,0.8,0.83,0.92
United Republic of Tanzania,All types,5.92,6.21,5.07,3.39,5.63,5.7,6.02,6.87,4.95,6.28
United Republic of Tanzania,Beer,0.52,0.49,0.46,0.5,0.51,0.56,0.64,0.77,0.76,0.69
United Republic of Tanzania,Wine,0,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.02
United Republic of Tanzania,Spirits,0.1,0.09,0.11,0.09,0.12,0.15,0.15,0.15,0.18,0.2
United Republic of Tanzania,Other alcoholic beverages,5.3,5.62,4.49,2.8,5,4.98,5.22,5.94,3.99,5.38
United States of America,All types,8.21,8.25,8.33,8.4,8.48,8.52,8.63,8.74,8.74,8.71
United States of America,Beer,4.62,4.66,4.66,4.58,4.58,4.5,4.54,4.54,4.54,4.43
United States of America,Wine,1.17,1.17,1.25,1.29,1.32,1.36,1.4,1.44,1.44,1.48
United States of America,Spirits,2.42,2.42,2.42,2.54,2.57,2.65,2.69,2.76,2.76,2.8
United States of America,Other alcoholic beverages,0,0,0,0,0,0,0,0,0,0
Uruguay,All types,6.65,6.48,5.86,5.11,5.66,6.35,6.58,6.67,6.76,6.67
Uruguay,Beer,1.37,1.19,1,0.86,1.1,1.35,1.49,1.61,1.86,1.88
Uruguay,Wine,4.44,4.36,4.12,3.61,3.88,4.23,4.19,4.15,3.97,3.85
Uruguay,Spirits,0.85,0.93,0.73,0.64,0.68,0.77,0.9,0.91,0.93,0.94
Uruguay,Other alcoholic beverages,0,0,0,0,0,0,0,0,0,0
Uzbekistan,All types,3.22,3.23,3.12,3.35,2.02,1.88,1.93,1.86,1.84,1.78
Uzbekistan,Beer,0.2,0.23,0.25,0.28,0.35,0.46,0.62,0.67,0.78,0.84
Uzbekistan,Wine,0.48,0.49,0.37,0.5,0.36,0.25,0.23,0.22,0.22,0.1
Uzbekistan,Spirits,2.54,2.51,2.49,2.57,1.3,1.17,1.09,0.97,0.84,0.84
Uzbekistan,Other alcoholic beverages,0,0,0,0,0,0,0,0,0,0
Vanuatu,All types,1.21,0.91,1.24,1.2,0.85,0.88,1,1.01,1.18,0.83
Vanuatu,Beer,0.46,0.4,0.52,0.51,0.49,0.47,0.46,0.45,0.33,0.32
Vanuatu,Wine,0.24,0.16,0.19,0.18,0.17,0.22,0.18,0.18,0.28,0.23
Vanuatu,Spirits,0.51,0.34,0.53,0.51,0.19,0.19,0.36,0.39,0.57,0.28
Vanuatu,Other alcoholic beverages,0,0,0,0,0,0,0,0,0,0
Venezuela (Bolivarian Republic of),All types,8.04,8.08,6.92,6.33,7.58,7.91,8.25,8.69,8.15,7.56
Venezuela (Bolivarian Republic of),Beer,5.61,6.02,5.17,4.4,5.95,6.17,6.38,6.85,6.36,5.79
Venezuela (Bolivarian Republic of),Wine,0.11,0.11,0.06,0.04,0.07,0.11,0.14,0.11,0.09,0.1
Venezuela (Bolivarian Republic of),Spirits,2.32,1.95,1.69,1.88,1.53,1.6,1.71,1.69,1.66,1.63
Venezuela (Bolivarian Republic of),Other alcoholic beverages,0,0,0,0,0.03,0.03,0.03,0.04,0.04,0.05
Viet Nam,All types,1.28,1.36,1.41,1.58,1.62,1.2,1.36,1.52,1.73,1.91
Viet Nam,Beer,1.27,1.32,1.36,1.52,1.56,1.13,1.28,1.43,1.63,1.81
Viet Nam,Wine,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Viet Nam,Spirits,0.02,0.04,0.04,0.05,0.05,0.06,0.07,0.07,0.08,0.08
Viet Nam,Other alcoholic beverages,0,0,0,0,0,0,0,0,0,0
Yemen,All types,0.07,0.08,0.07,0.04,0.06,0.04,0.04,0.05,0.04,0.03
Yemen,Beer,0.07,0.08,0.06,0.04,0.05,0.03,0.04,0.05,0.04,0.03
Yemen,Wine,0,0,0,0,0,0,0,0,0,0
Yemen,Spirits,0,0,0.01,0,0.01,0,0,0,0,0
Yemen,Other alcoholic beverages,0,0,0,0,0,0,0,0,0,0
Zambia,All types,2.62,2.59,2.41,2.28,2.39,2.25,2.49,2.78,2.31,2.5
Zambia,Beer,0.5,0.5,0.47,0.45,0.46,0.41,0.43,0.43,0.46,0.45
Zambia,Wine,0.01,0.02,0.02,0.01,0.03,0.01,0.02,0.04,0.04,0.06
Zambia,Spirits,0.2,0.24,0.26,0.25,0.26,0.26,0.28,0.28,0.28,0.33
Zambia,Other alcoholic beverages,1.91,1.83,1.66,1.58,1.64,1.57,1.75,2.04,1.54,1.66
Zimbabwe,All types,1.7,1.73,2.2,1.77,2.27,1.92,2.36,2.28,2.85,2.48
Zimbabwe,Beer,0.67,0.74,1.16,0.88,1.14,0.96,1.09,0.88,1.47,1.09
Zimbabwe,Wine,0.03,0.01,0.04,0.02,0.01,0.01,0.01,0.01,0.04,0.08
Zimbabwe,Spirits,0.19,0.19,0.19,0.19,0.19,0.06,0.38,0.38,0.38,0.36
Zimbabwe,Other alcoholic beverages,0.81,0.78,0.81,0.68,0.93,0.9,0.88,1.01,0.96,0.94
